Retained Space by Class
=======================

Total Heap:    24.50 MB
Total Classes:     2892
Total Objects:   205719

# Objects    Retained        Size  Class
----------------------------------------
        1       88 B        88 B   com.sun.xml.internal.bind.v2.runtime.unmarshaller.Messages[]
        1       88 B        40 B   org.xnio.SslClientAuthMode[]
        1       88 B        24 B   io.undertow.server.session.PathParameterSessionConfig
        1       88 B        40 B   org.graalvm.compiler.options.OptionType[]
        1       88 B        40 B   io.undertow.servlet.api.DeploymentManager$State[]
        2       80 B        80 B   ch.qos.logback.core.joran.spi.ConsoleTarget
        2       80 B        80 B   com.fasterxml.jackson.databind.deser.std.NumberDeserializers$IntegerDeserializer
        2       80 B        80 B   java.util.stream.Collector$Characteristics[]
        2       80 B        80 B   com.fasterxml.jackson.databind.deser.std.NumberDeserializers$LongDeserializer
        1       80 B        80 B   javax.validation.ElementKind[]
        2       80 B        80 B   com.fasterxml.jackson.databind.deser.std.NumberDeserializers$BooleanDeserializer
        2       80 B        80 B   com.fasterxml.jackson.databind.deser.std.NumberDeserializers$CharacterDeserializer
        2       80 B        80 B   com.oracle.svm.core.option.SubstrateOptionsParser$BooleanOptionFormat
        2       80 B        80 B   org.xml.sax.helpers.LocatorImpl
        2       80 B        80 B   io.smallrye.openapi.runtime.io.OpenApiSerializer$Format
        1       80 B        32 B   org.hibernate.validator.constraints.EAN$Type[]
        1       80 B        48 B   ch.qos.logback.classic.pattern.ThrowableProxyConverter
        1       80 B        32 B   org.slf4j.impl.StaticLoggerBinder
        2       80 B        80 B   com.fasterxml.jackson.databind.deser.std.NumberDeserializers$ByteDeserializer
        1       80 B        32 B   com.fasterxml.jackson.databind.util.CompactStringObjectMap
        2       80 B        80 B   org.xnio.SequenceOption
        1       80 B        80 B   sun.net.www.http.KeepAliveCache
        1       80 B        80 B   org.apache.http.client.config.RequestConfig
        2       80 B        80 B   com.fasterxml.jackson.databind.deser.std.NumberDeserializers$ShortDeserializer
        1       80 B        56 B   com.fasterxml.jackson.annotation.Nulls[]
        2       80 B        80 B   org.xnio.TypeSequenceOption
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_metrics_MetricsResource_constructor__
        3       72 B        72 B   io.undertow.Undertow$ListenerType
        3       72 B        72 B   javax.validation.metadata.ValidateUnwrappedValue
        1       72 B        48 B   javax.xml.bind.annotation.XmlAccessType[]
        1       72 B        24 B   com.oracle.svm.core.config.ObjectLayout
        3       72 B        72 B   io.agroal.pool.ConnectionFactory$Mode
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Mod11Check_List_value__
        1       72 B        48 B   sun.net.ProgressSource$State[]
        1       72 B        48 B   com.fasterxml.classmate.AnnotationInclusion[]
        1       72 B        40 B   com.fasterxml.jackson.databind.cfg.SerializerFactoryConfig
        1       72 B        48 B   javax.net.ssl.SSLEngineResult$Status[]
        3       72 B        72 B   com.sun.xml.bind.v2.model.core.ID
        3       72 B        72 B   sun.awt.AppContext$State
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_validation_constraints_Min_groups__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_xml_bind_annotation_XmlAccessorType_value__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_rest_ClientResource_cdi__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Mod10Check_endIndex__
        3       72 B        72 B   sun.net.www.protocol.http.HttpURLConnection$TunnelState
        1       72 B        40 B   org.hibernate.validator.internal.metadata.raw.ConfigurationSource[]
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_rest_TestResource_transformed__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_shared_SharedResource_constructor__
        3       72 B        72 B   sun.security.provider.NativePRNG$Variant
        3       72 B        72 B   org.graalvm.compiler.options.OptionType
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_validation_constraints_Min_message__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Mod10Check_groups__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_validation_constraints_Size_min__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_transaction_TransactionResource_constructor__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Mod10Check_startIndex__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_rest_TestResource_xml__
        3       72 B        72 B   org.apache.http.impl.cookie.RFC6265CookieSpecProvider$CompatibilityLevel
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_validation_constraints_Max_groups__
        3       72 B        72 B   sun.misc.FloatingDecimal$ExceptionalBinaryToASCIIBuffer
        3       72 B        72 B   com.sun.security.ntlm.Version
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_rest_TestResource_getInt_java_lang_Integer_
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_rest_TestResource_constructor__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_validator_TestValidatorEndpoint_manualValidation_org_jboss_shamrock_example_validator_TestValidatorEndpoint_MyData_
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_rest_TestResource_get__
        1       72 B        72 B   com.fasterxml.jackson.annotation.JsonFormat$Value
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_LuhnCheck_message__
        3       72 B        72 B   com.arjuna.ats.internal.arjuna.recovery.PeriodicRecovery$Mode
        1       72 B        48 B   com.oracle.svm.core.graal.thread.VMThreadLocalMTObjectReferenceWalker
        3       72 B        72 B   com.fasterxml.jackson.databind.annotation.JsonSerialize$Typing
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_rest_ClientResource_constructor__
        3       72 B        72 B   java.time.ZoneOffset
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_validation_constraints_Pattern_List_value__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_validation_constraints_Size_payload__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Mod10Check_payload__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Mod10Check_multiplier__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_metrics_MetricsResource_transformed__
        3       72 B        72 B   io.undertow.server.session.SessionListener$SessionDestroyedReason
        3       72 B        72 B   java.net.Proxy$Type
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_xml_bind_annotation_XmlType_propOrder__
        3       72 B        72 B   com.fasterxml.jackson.databind.ser.std.NumberSerializer
        3       72 B        72 B   org.jboss.resteasy.client.jaxrs.ResteasyClientBuilder$HostnameVerificationPolicy
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_validation_constraints_Size_max__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_validation_constraints_Size_message__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_datasource_DatasourceResource_transactionTest__
        1       72 B        40 B   org.postgresql.shaded.com.ongres.scram.common.gssapi.Gs2CbindFlag[]
        3       72 B        72 B   org.apache.http.conn.util.DomainType
        3       72 B        72 B   io.undertow.servlet.handlers.ServletPathMatch$Type
        3       72 B        72 B   io.undertow.servlet.api.DeploymentManager$State
        3       72 B        72 B   com.sun.xml.internal.bind.v2.model.core.ID
        3       72 B        72 B   java.nio.file.AccessMode
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_LuhnCheck_endIndex__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_xml_bind_annotation_XmlType_name__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_datasource_DatasourceResource_simpleTest__
        1       72 B        32 B   com.arjuna.ats.arjuna.coordinator.abstractrecord.RecordTypeManager
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_transaction_TransactionResource_transformed__
        3       72 B        72 B   ch.qos.logback.core.spi.FilterReply
        3       72 B        72 B   org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$ReferenceType
        3       72 B        72 B   javax.validation.ConstraintTarget
        3       72 B        72 B   java.nio.charset.CodingErrorAction
        1       72 B        24 B   com.oracle.svm.core.genscavenge.HeapImplMemoryMXBean
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_rest_ClientResource_manual__
        3       72 B        72 B   org.postgresql.jdbc.AutoSave
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Mod10Check_checkDigitIndex__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_rest_RestInterface_transformed__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_validation_constraints_Max_message__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_rest_RestInterface_get__
        3       72 B        72 B   com.oracle.svm.core.thread.ParkEvent$WaitResult
        3       72 B        72 B   org.hibernate.validator.constraints.CompositionType
        3       72 B        72 B   org.postgresql.core.TransactionState
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_LuhnCheck_payload__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_xml_bind_annotation_XmlType_namespace__
        3       72 B        72 B   io.undertow.servlet.spec.HttpServletResponseImpl$ResponseState
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_shared_SharedResource_shared__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_datasource_DatasourceResource_transformed__
        3       72 B        72 B   com.fasterxml.jackson.databind.util.AccessPattern
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_rest_TestResource_jsonp__
        1       72 B        72 B   org.postgresql.core.SqlCommandType[]
        3       72 B        72 B   javax.json.JsonValueImpl
        3       72 B        72 B   org.xnio.SslClientAuthMode
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_LuhnCheck_checkDigitIndex__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_rest_TestResource_getTest__
        1       72 B        48 B   org.postgresql.hostchooser.HostRequirement[]
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_rest_TestResource_rx__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_validation_constraints_Max_payload__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_metrics_MetricsResource_getTest__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_datasource_DatasourceResource_constructor__
        1       72 B        72 B   javax.json.JsonValue$ValueType[]
        3       72 B        72 B   com.sun.org.apache.xerces.internal.util.FeatureState
        2       72 B        48 B   org.xnio.nio.Log_$logger
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Mod10Check_weight__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_LuhnCheck_ignoreNonDigitCharacters__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_ws_rs_HttpMethod_value__
        1       72 B        40 B   sun.text.normalizer.NormalizerBase$Mode[]
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Mod10Check_ignoreNonDigitCharacters__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_xml_bind_annotation_XmlType_factoryClass__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_validator_TestValidatorEndpoint_transformed__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_validator_TestValidatorEndpoint_constructor__
        3       72 B        72 B   com\oracle\svm\reflect\proxies\Proxy_javax_validation_constraints_Max_value__
